번호,제목,평점,관람 등급,장르,감독,출연진,줄거리,processed_text,키워드
112082,엽문3: 최후의 대결,8.53,12세 관람가,"['액션', '드라마']",엽위신,"['견자단', '슝다이린', '장진', '담요문', '마이크 타이슨']","홍콩에 정착하게 된 영춘권 최고수 ‘엽문’, 뛰어난 무예와 올곧은 성품으로 무술인들은 물론, 주민들에게도 존경 받는 지도자이다. 마을에 들어 닥친 외세의 부정부패 속에 학교부지를 뺏으려는 암흑조직이 어린 학생들을 위협하는 것을 막기 위해 조직원들을 일망타진하고 암흑가의 보스를 찾아가 일대일 결전을 벌인다. 밤낮 없는 싸움이 계속 되는 상황, 스스로를 영춘권 정통 계승자라 칭하며 일대종사의 자리를 넘보는 ‘장천지’ 까지 그에게 도전장을 내미는데…",정착 무예 성품 무술 주민 존경 지도자 마을 외세 부정부패 학교 부지 위협 위해 직원 일망타진 암흑가 보스 일대일 결전 밤낮 싸움 계속 상황 스스로 영춘권 정통 계승 자라 칭하 일대종사 자리 도전,"일망타진, 영춘권, 무예, 정통, 암흑가, 성품, 부정부패, 일대일, 칭하, 외세"
146516,영원한 사랑,0.0,12세 관람가,"['멜로/로맨스', '드라마']",에른스트 루비치,"['존 베리모어', '카밀라 혼']","마르쿠스와 실리아는 영원한 사랑을 맹세한다. 축제가 열리던 날, 마르쿠스를 짝사랑하며 기회를 엿보던 피아가 술 취한 마르쿠스를 유혹하고, 결국엔 결혼 약속을 받아낸다. 실리아는 충격에 휩싸이고, 그녀도 자신을 짝사랑하던 로렌츠가 내민 손을 잡고 만다. 얼마 후, 심한 눈보라가 몰아치고, 피아는 돌아오지 않는 마르쿠스를 걱정하는데, 아무도 구조에 나서주지 않는다. 이 소식에 걱정에 빠진 실리아는 마르쿠스를 향한 사랑이 변치 않았음을 깨닫는다. 스위스 산악지대의 아름다운 풍광을 배경으로, 엇갈린 네 남녀의 비극적 사랑을 그렸다. 루비치의 마지막 무성영화.",사랑 맹세 축제 짝사랑 기회 취한 유혹 결혼 약속 충격 자신 짝사랑 잡고 얼마 눈보라 걱정 아무 구조 소식 걱정 사랑 변치 산악 대의 배경 남녀 비극 사랑 마지막 무성영화,"대의, 배경, 맹세, 눈보라, 산악, 무성영화, 변치, 사랑, 걱정, 짝사랑"
155409,영춘백학권,3.93,15세 관람가,['액션'],양가인,"['이양', '양정', '자오총', '정패패']",절대무공 영춘백학권 108식 화권을문화재단에 기증하려는 ‘천판’에게정체 모를 무리의 습격이 계속된다.영춘권 수제자 ‘이양’과 ‘천판’은 권서를 지키기 위해거대한 조직과 목숨을 건 사투를 벌이는데…영춘권 전설은 계속된다!,절대 무공 백학 문화재단 기증 정체 무리 습격 계속 영춘권 제자 위해 조직 목숨 사투 영춘권 전설 계속,"조직, 절대, 습격, 사투, 무리, 제자, 무공, 기증, 계속, 영춘권"
150338,예전부터 계속 좋아했어. ~고백실행위원회~,7.95,전체 관람가,"['애니메이션', '멜로/로맨스']",야나기자와 테츠야,"['카미야 히로시', '토마츠 하루카', '아스미 카나', '스즈무라 켄이치', '카지 유우키', '토요사키 아키', '요나가 츠바사', '하나에 나츠키', '미도리카와 히카루', '아마미야 소라']","사쿠라가오카 고등학교 3학년인 에노모토 나츠키는 소꿉친구인 세토구치 유우를 짝사랑 중이다. 오랜 시간의 짝사랑 끝에 용기를 내서 고백하지만 부끄러운 마음에 유우에게 한 고백을 ‘고백 예행 연습’이라고 얼버무린다. 여전히 유우를 짝사랑 하는 나츠키는 진짜 감정을 계속 숨기던 중, 같은 반 친구인 아야세 코유키에게 데이트 신청을 받게 되고, 나츠키와 유우의 관계는 점점 사랑과 우정의 미로에 빠진다. 나츠키의 ‘고백 예행 연습’은 진짜가 될 수 있을까?!",학년 소꿉친구 짝사랑 중이 시간 짝사랑 용기 고백 마음 고백 고백 예행 연습 짝사랑 나츠키 진짜 감정 계속 친구 데이트 신청 나츠키 관계 점점 사랑 우정 미로 고백 예행 연습 진짜,"중이, 소꿉친구, 신청, 학년, 진짜, 연습, 예행, 짝사랑, 나츠키, 고백"
129331,오 마이 그랜파,7.46,청소년 관람불가,['코미디'],댄 마저,"['로버트 드 니로', '잭 에프론', '줄리안 허프', '조이 도이치', '오브리 플라자']","72살 나이가 무색한 품격(?)넘치는 뇌섹 할배 딕(로버트 드 니로)은 결혼은 물론모든 인생을 아빠의 성공 공식에 따르려는 무사안일 손자 제이슨(잭 에프론)이 안타깝기만 하다.운전 면허 정지를 핑계 삼아 자신의 플로리다 여행에 제이슨을 동행시키는 딕.열정과다 거침없는 할아버지와 고지식한 허당 손자의 여행은 사사건건 문제를 일으키고,결국 제이슨의 결혼식 마저 무산될 위기를 맞게 된다. 하지만 이런 엉뚱한 사건의 연속 뒤에는 할아버지의 특별한 의도가 숨어 있었다는 사실을 알게 되는데…",무색 품격 뇌섹 할배 결혼 모든 인생 아빠 성공 공식 무사 안일 손자 운전 면허 정지 핑계 자신 여행 동행 열정 허당 손자 여행 사사건건 문제 결혼식 마저 무산 위기 사건 연속 의도 사실,"무사, 무산, 허당, 품격, 무색, 할배, 안일, 뇌섹, 여행, 손자"
154311,오 마이 파파,9.71,전체 관람가,['다큐멘터리'],박혁지,['소 알로이시오'],"한국 이름 소재건, 소 알로이시오 신부는 1950년대 한국전쟁의 상처로 가난했던 부산에 정착해 가난한 이들을 돌보기 위해 마리아수녀회를 창설했습니다. 그리고 거리의 아이들을 강제 수용하던 영화숙을 인수하여 소년의 집을 연 이후, 아이들은 소 알로이시오 신부를 ‘소 신부님’이라고 부르며 아버지처럼 따랐습니다.“가난하게 살다 보면 가난한 이들과 같은 파장에 머물 수 있습니다.”소 알로이시오 신부는 기부금이 생길 때마다 소년의 집 운영을 위해 아낌없이 사용했지만 본인 스스로는 가난한 삶을 살기를 자처했습니다. 마리아수녀회 수녀들이 수십 번씩이나 손수 꿰매드린 ‘소 신부님’의 낡고 닳은 의복과 구두는 가난한 이들의 아버지 소 알로이시오 신부의 의지를 비추어줍니다.",이름 전쟁 상처 정착 위해 창설 거리 아이 강제 수용 영화숙 인수 소년 이후 아이 아버지 파장 부금 소년 운영 위해 사용 본인 스스로 살기 자처 수녀 수십 손수 의복 구두 아버지 의지,"구두, 파장, 수용, 자처, 인수, 창설, 영화숙, 아이, 소년, 아버지"
87585,오만과 편견 그리고 좀비,6.45,15세 관람가,"['액션', '멜로/로맨스']",버 스티어스,"['릴리 제임스', '샘 라일리', '잭 휴스턴', '더글러스 부스', '맷 스미스', '벨라 헤스콧', '찰스 댄스', '레나 헤디']","‘엘리자베스’는 좋은 신랑감에게 다섯 딸들을 시집 보내는 것을 목표로 하는 어머니와 생존이 우선이라며 자식들을 중국으로 유학을 보낸 아버지 그리고 자매들을 지키기 위해 훈련을 게을리하지 않는다.어느 날, 마을을 방문한 재력가 '빙리'가 주최한 무도회에서 좀비의 무차별 공격이 시작되고 '엘리자베스'는 좀비 사냥꾼 '다아시'와 힘을 합쳐 적들을 물리친다. 하지만 '다아시'의 오만한 태도에 '엘리자베스'는 마음의 큰 상처를 입게 되고, 설상가상 마을의 경계조차 넘지 못하던 좀비들의 공격 빈도가 높아지자, 이를 수상하게 여긴 '엘리자베스'는 남몰래 그들의 은신처로 향하는데...사랑을 차지하고, 전투를 시작하라!",신랑감 다섯 시집 목표 생존 우선 라며 자식 유학 자매 위해 훈련 마을 방문 재력 주최 무도회 좀비 무차별 공격 시작 좀비 사냥꾼 물리 태도 마음 상처 설상가상 경계 좀비 공격 빈도 은신 사랑 차지 전투 시작 하라,"재력, 은신, 무도회, 우선, 주최, 시집, 신랑감, 빈도, 공격, 좀비"
139613,오베라는 남자,9.22,12세 관람가,['드라마'],하네스 홀름,"['롤프 라스가드', '바하르 파르스', '필립 버그', '이다 엥볼']","고집불통 까칠남 ‘오베’.평생을 바친 직장에서 갑자기 정리해고를 당하고,유일하게 마음을 터놓던 아내 ‘소냐’까지 세상을 떠난 이후,그에게 남은 것은 ‘소냐’를 따라가는 것뿐이다.모든 준비를 마친 ‘오베’.마침내 계획을 실행할 결심을 하고,마지막 순간을 앞둔 바로 그때!그의 성질을 살살 긁으며 계획을 방해하기 시작한 누군가가 있었으니 바로!!!아무 때나, 시도 때도 없이 막무가내로 들이대는 이웃들!그의 삶에 제멋대로 끼어든 사람들!과연 ‘오베’ 인생 최악의 순간은 반전될 수 있을까?",고집불통 평생 직장 갑자기 정리해고 마음 아내 세상 이후 모든 준비 마침내 계획 실행 결심 마지막 순간 바로 그때 성질 살살 계획 방해 시작 누군가 바로 아무 시도 막무가내 이웃 제멋대로 사람 과연 인생 최악 순간 반전,"반전, 고집불통, 막무가내, 성질, 제멋대로, 계획, 순간, 정리해고, 살살, 바로"
136686,오빠생각,8.51,12세 관람가,"['드라마', '전쟁']",이한,"['임시완', '고아성']","전쟁으로 소중한 가족도, 지켜야 할 동료도 모두 잃은 군인 ‘한상렬’(임시완).우연히 전출 명령을 받아 머물게 된 부대 내에서 부모를 잃고 홀로 남은 아이들을 만나게 된다.아이들의 해맑은 모습에 점차 마음을 열게 된 그는 자원봉사자 선생님 ‘박주미’(고아성)와 함께 어린이 합창단을 만들어 노래를 가르치기 시작하고, 이들의 노래는 언제 목숨을 잃을지 모르는 전쟁 한가운데 놓인 모든 이들의 마음을 울리기 시작하는데...전쟁 한가운데, 작은 노래가 만든 위대한 기적이 시작된다!",전쟁 가족 동료 모두 전출 명령 부모 홀로 아이 맑은 점차 마음 어린이 합창단 노래 시작 노래 언제 목숨 전쟁 한가운데 모든 마음 리기 시작 전쟁 한가운데 노래 기적 시작,"시작, 리기, 마음, 맑은, 어린이, 합창단, 전출, 전쟁, 한가운데, 노래"
61366,오사카 엘레지,7.0,15세 관람가,['드라마'],미조구치 겐지,['야마다 이스즈'],"오사카에서 전화교환원으로 일하는 아야코는 교환대에서 훤히 보이는 사무실에서 근무중인 연인에게 사적인 전화를 걸기도 하는 대담한 아가씨다. 그러나 아야코는 아버지의 빚 때문에 결국 사장의 정부가 되는데, 게다가 학비를 보태달라는 오빠 때문에 이번엔 사장의 친구 신도에게 접근한다. 그러나 신도는 아야코를 꽃뱀이라 신고하고, 그녀는 경찰에 연행된다. 가족들을 위해 그런 선택을 했던 아야코였으나, 가족들은 그녀를 냉정하게 외면한다. 미조구치의 작가적 성숙을 알린 작품으로 평가받는다. 오랫동안 콤비를 이루는 극작가 요다 요시카타와 처음 함께 작업한 작품.",전화 교환 교환 훤히 사무실 근무 사적 전화 아가씨 아버지 정부 게다가 학비 보태 달라 이번 친구 접근 꽃뱀 신고 연행 가족 위해 선택 가족 외면 작가 성숙 작품 평가 콤비 극작가 처음 작업 작품,"평가, 극작가, 꽃뱀, 보태, 성숙, 연행, 훤히, 전화, 작품, 교환"
148669,오텔로,5.8,전체 관람가,['공연실황'],야닉 네제 세겡,"['알렉산드르 안토넨코', '소냐 욘체바', '젤리코 루치치', '디미트리 피타스', '귄터 그로이스뵈크']","오텔로 장군은 아름다운 데스데모나를 아내로 얻은 뒤, 터키의 침공을 막기 위해 사이프러스로 함께 떠난다. 그리고 카시오를 부관으로 임명하는데, 이를 질투한 이아고는 자신을 부관으로 뽑아주지 않은 오텔로에게 증오심을 갖게 되고, 그를 제거하기 위한 계략을 하나 둘씩 만들어 나간다. 이아고는 오텔로가 의처증을 갖도록 상황을 조작하고, 부관 카시오와 데스데모나를 사모하는 로도비코를 이용해 오텔로의 의처증을 극한에 다다르게 한다. 이아고의 말을 믿은 오텔로는 결국 자기 손으로 아내를 목 졸라 죽인다. 그러나 이 일은 이아고의 아내에 의해 밝혀지고, 오텔로는 자신의 경솔함을 후회하며 자살하고 만다. 계략을 꾸몄던 이아고 역시 파멸한다.",아내 침공 위해 부관 임명 질투 자신 부관 증오 제거 계략 하나 의처증 상황 조작 부관 사모 이용 오텔로 의처증 극한 자기 아내 졸라 아내 자신 후회 자살 계략 역시,"증오, 후회, 임명, 사모, 졸라, 오텔로, 계략, 아내, 의처증, 부관"
140730,올레,7.41,15세 관람가,"['코미디', '드라마']",채두병,"['신하균', '박희순', '오만석', '유다인']","잘나가는 대기업 과장? 중필(신하균)“먹여 살릴 처자식 없다고 명퇴 1순위가 말이 돼?”잘 나가는 변호사?를 꿈꾸는 수탁(박희순)“13년 동안 고시 공부 안 해봤으면 말을 말아.”잘 나가는 방송국 간판 아나운서? 은동(오만석)“내가 부럽냐? 나 말야… 됐다. 말해서 뭐해.”다 때려 치고 싶은 순간 제주도에서 연락이 왔다!빨간 스포츠카, 자연산 다금바리 한 접시, 그리고 럭셔리 호텔이 아니라 게하??인생의 쉼표가 필요할 때제주도에서 뜻밖의 일탈이 시작된다! 올~레!!",과장 처자 명퇴 순위 변호사 동안 고시 공부 간판 아나운서 순간 연락 스포츠카 자연 다금바리 접시 럭셔리 호텔 인생 쉼표 뜻밖 시작,"과장, 호텔, 럭셔리, 쉼표, 스포츠카, 아나운서, 접시, 처자, 고시, 다금바리"
155502,옹박 2016,5.29,15세 관람가,"['액션', '드라마']",데니스 루엘,"['데니스 루엘', '사리 사벨라']",오랫동안 기다려 온 리얼 맨몸 액션의 부활! 사람들에게 진짜 액션이 무엇인지 보여주고 싶어하던 3류 배우 유세프는 영화 속이 아닌 현실 세계에서 진정한 무술 고수가 되기로 결심한다!,리얼 맨몸 액션 부활 사람 진짜 액션 무엇 배우 영화 현실 세계 무술 고수 결심,"현실, 영화, 진짜, 무엇, 배우, 고수, 부활, 무술, 리얼, 액션"
