번호,제목,평점,관람 등급,장르,감독,출연진,줄거리,processed_text,키워드
88292,프리랜서스,5.86,청소년 관람불가,"['액션', '범죄', '드라마']",제시 테레로,"['로버트 드 니로', '50 센트', '포레스트 휘태커']","15년 전 경찰이었던 아버지가 살해된 후, 방탕한 삶을 살던 아들 ‘말로’(커티스 잭스)는 주변의 도움을 받아 경찰이 되고,아버지의 동료였던 ‘조 사코’(로버트 드 니로)가 반장으로 있는 비조직 범죄팀에 합류하게 된다.아버지처럼 대해주는 ‘사코’를 믿고 따르던 ‘말로’는 그가 하는 일을 모두 해결해주지만,돌아가신 아버지의 죽음에 ‘사코’가 연관되어 있다는 사실을 알게 된다.걷잡을 수 없는 분노에 싸인 ‘말로’는 벗어날 수 없는 그곳에서 복수의 계획을 세우는데...",경찰 살해 아들 주변 도움 경찰 동료 반장 합류 아버지 해주 사코 모두 해결 죽음 사코 연관 사실 분노 싸인 복수 계획,"주변, 해결, 합류, 분노, 연관, 반장, 싸인, 해주, 경찰, 사코"
147018,플래니테리엄,5.88,15세 관람가,"['드라마', '판타지', '미스터리']",레베카 즐로토브스키,"['나탈리 포트만', '릴리 로즈 멜로디 뎁']","영혼을 부르는 아름다운 자매 로라와 케이트.미국을 떠나 프랑스 파리에서 공연을 하던 중 영화 제작자 앙드레와 만나게 되고, 자매의 신비로운 능력에 매료된 그는 영화 제작을 제안하게 된다.영화배우로 성공하려는 로라와 점점 심령현상에 심취해가는 케이트, 그리고 앙드레 사이에 균열이 생기기 시작하는데…",영혼 자매 공연 영화 제작자 자매 능력 매료 영화 제작 제안 영화배우 점점 심령 현상 심취 사이 균열 시작,"제작, 현상, 매료, 제작자, 균열, 심령, 영화배우, 심취, 영화, 자매"
164719,플로리다 프로젝트,8.65,15세 관람가,['드라마'],션 베이커,"['윌렘 대포', '브루클린 프린스', '브리아 비나이트']","""안심하세요 나랑 있으면 안전해요""플로리다 디즈니월드 건너편 ‘매직 캐슬’에 사는귀여운 6살 꼬마 ‘무니’와 친구들의디즈니월드 보다 신나는 무지개 어드벤처!",안심 플로리다 건너편 꼬마 친구 무지개 어드벤처,"친구, 꼬마, 어드벤처, 안심, 건너편, 무지개, 플로리다"
177379,플로이,8.24,전체 관람가,"['애니메이션', '모험', '가족']",아르니 올라푸르 아스게이르손,['하하'],"아빠처럼 멋지고 빠른 물떼새가 되고 싶은 초보새 플로이!비행학교에서 날기 연습을 시작하지만, 번번히 실패하고 만다.그러던 어느 날, 플로이는 무서운 동네 고양이에게 잡혀 새장에 갇히게 되고, 겨울을 앞둔 가족들은 플로이를 남겨둔 채, 따듯한 남쪽 나라로 떠난다.하지만 운명처럼 플로이는 비밀을 간직한 들꿩 가이런을 만나게 되고, 가이런과 함께 가족을 찾기 위해 전설의 파라다이스 계곡으로 향하게 되는데…날고 싶은 소심쟁이 꼬마 플로이의 ‘새’상에서 가장 특별한 두근두근 첫 모험이 시작된다!",아빠 물떼새 초보 날기 연습 시작 동네 고양이 새장 겨울 가족 운명 비밀 간직 들꿩 가족 찾기 위해 전설 소심 꼬마 가장 모험 시작,"간직, 고양이, 겨울, 연습, 가족, 초보, 소심, 날기, 새장, 들꿩"
167062,피를 빠는 인형,2.57,15세 관람가,['공포'],우메자와 소이치,"['구로사와 아스카', '츠다 칸지']","시골에서 조그마한 미술 입시 학원을 경영하는 아이나는 새로 이사한학원 건물 앞에서 점토가 들어 있는 비닐 뭉치를 발견한다.도쿄에서 공부를 하고 온 카오리가 그 점토를 이용해 수업 시간에 조각품을 만들지만, 어쩐지 위화감을 떨치지 못한다.수험일이 멀지 않아 다들 신경이 곤두서 있는데,우등생 레이코가 종적을 감추면서 섬뜩한 사건이 벌어지기 시작한다.",시골 경영 학원 건물 점토 비닐 뭉치 발견 공부 점토 이용 수업 시간 조각품 어쩐지 위화 수험 일이 신경 두서 종적 사건 시작,"일이, 경영, 학원, 어쩐지, 종적, 뭉치, 비닐, 수험, 두서, 점토"
177497,피쉬 프렌즈: 알록이의 신기한 모험,4.53,전체 관람가,['애니메이션'],부르한 군,"['송영인', '방지원', '이세원', '오은수', '신정훈', '박상우']","평화롭고 즐거운 아쿠아 월드.하지만 물 밖에 분명 다른 세상이 있다고 믿는 알록이는아쿠아 월드 바깥세상을 모험을 떠나려고 점프를 시도한다.한편, 못된 옥토대마왕이 마을 물고기들을 세뇌시켜 먹이를 모두 차지하려하고이에 알록이는 핑키, 노랑이, 파랑이. 초록이 친구들과 함께 힘을 합쳐 옥토대마왕에 맞서기 시작하는데..",평화 분명 다른 세상 바깥 세상 모험 점프 시도 마을 물고기 세뇌 먹이 모두 차지 친구 시작,"시도, 차지, 평화, 세상, 먹이, 바깥, 물고기, 분명, 세뇌, 점프"
164104,피의 연대기,9.08,12세 관람가,['다큐멘터리'],김보람,"['여경주', '김보람', '심이안', '박현지', '이슬기']","한 달에 한 번, 일 년에 12번, 살아가면서 적어도 400번…귀찮은 ‘그날’의 이름은 대자연, 마법, 반상회 = ‘생리’!‘여성의 몸’과 ‘생리’에 관한 범시대적, 범세계적 탐구다큐.",그날 이름 대자연 마법 반상회 생리 여성 생리 시대 범세계 탐구 다큐,"그날, 이름, 여성, 마법, 시대, 다큐, 탐구, 대자연, 생리"
154226,피터 래빗,8.77,전체 관람가,"['애니메이션', '가족']",윌 글럭,"['제임스 코든', '도널 글리슨', '로즈 번', '샘 닐']","영국의 한적한 시골마을에서 마음씨 고운 화가 ‘비’의 사랑을 듬뿍 받으며 행복하게 살고 있던 ‘피터 래빗’과 친구들 그러던 어느 날!런던에서 온 깔끔쟁이 ‘토마스’가 ‘피터 래빗’이 가장 좋아하는 당근밭 출입을 막아버린다. “이대로 물러 설 순 없다!”‘피터 래빗’과 친구들은 당근밭에 다시 들어가기 위한 작전을 짜고, ‘토마스’는 토끼들과 평화롭게 지내고 싶어하는 ‘비’의 눈치를 보며 몰래 토끼들을 물리칠 계획을 세우는데…과연 ‘피터 래빗’과 친구들의 작전은 성공할 수 있을까?",시골 마을 마음씨 화가 사랑 듬뿍 친구 깔끔쟁 가장 출입 친구 다시 작전 토끼 눈치 몰래 토끼 물리 계획 과연 친구 작전,"화가, 시골, 물리, 듬뿍, 마음씨, 출입, 깔끔쟁, 친구, 작전, 토끼"
176988,픽시,6.1,전체 관람가,"['애니메이션', '모험', '코미디']",바시코 베도슈빌리,"['장은숙', '장경희', '이민하', '이자옥', '조예신', '한경화', '최원형', '안종덕']","전자 제품 속에 사는 1센치 미니 히어로 ‘픽시’,‘픽시’의 정체를 아는 사람은 10살 소년 ‘톰 토마스’와 천재 ‘유지니어스’ 교수뿐이다.하지만 장난꾸러기 픽시 ‘파이어’가 ‘유지니어스’ 교수가 발명한 특수 팔찌를 차고도시 전체를 혼란에 빠뜨리는 바람에 ‘픽시’들의 정체가 들통날 위기가 찾아오는데…",전자 제품 센치 미니 히어로 정체 사람 천재 교수 장난꾸러기 교수 발명 특수 팔찌 차고 도시 전체 혼란 바람 정체 들통 위기,"발명, 들통, 장난꾸러기, 제품, 팔찌, 전자, 차고, 정체, 센치, 교수"
171446,필동,8.23,15세 관람가,"['판타지', '드라마']",필동,"['조세린', '차지원', '문서연']","필동. 충무로 역에서 남산 까지. 그 길에서 일어나는 세 가지 자아의 이야기. 마치, 동네가 요새처럼 남산에 둘러싸여 조용하기만하다. 도시 속의 조용한 마을.  자신을 돌아보기에 좋았던 장소로 기억한다. 믿음 소망 사랑의 이야기는 타인과의 소통에 관한 이야기가 아닌자신과의 소통을 제대로 하기 위한 도구. 도시에 살면서, 타인에 대한 믿음과 소망과 사랑에 애태우는 젊은 세대들을 만난다.한 번쯤, 자신의 믿음과 소망과 사랑에 대한 걸 생각해보고 싶었다. 필동은 나 자신의 고향이기도 하지만, 한 번 오면 숨겨진 안식처 같이 느껴지는 도시 속의 친환경 마을 이 영화를 보고 난 다음 필동을 방문한다면, 어쩌면, 잊고 있었던 자신을 발견하지 않을까?",가지 자아 이야기 마치 동네 요새 만하 마을 장소 기억 믿음 소망 사랑 이야기 타인 소통 이야기 자신 소통 제대로 도구 타인 믿음 소망 사랑 자신 믿음 소망 사랑 생각 자신 고향 안식처 영화 보고 다음 방문 어쩌면 발견,"자아, 요새, 도구, 만하, 사랑, 이야기, 소통, 타인, 믿음, 소망"
152621,필름스타 인 리버풀,8.04,15세 관람가,"['드라마', '멜로/로맨스']",폴 맥기건,"['아네트 베닝', '제이미 벨']","1978년, 리버풀에서 우연히 만나 사랑에 빠진필름스타 ‘글로리아’와 배우 지망생 ‘피터’너무나도 달랐지만 함께라서 특별했던 두 사람은어쩌면 마지막이 될 시간을 위해가장 뜨겁게 사랑했던 리버풀로 돌아온다우리의 사랑은 이곳에 기억된다<필름스타 인 리버풀>",사랑 필름스타 사람 어쩌면 마지막 시간 위해 가장 사랑 우리 사랑 기억 필름스타,"위해, 사람, 시간, 가장, 마지막, 우리, 기억, 어쩌면, 사랑, 필름스타"
170706,핑크 침대의 변태성욕,0.0,청소년 관람불가,['에로'],우스바시 수이,[],"제1화 어려서 아버지를 여의고 어머니는 도망가 버려 할머니 댁에서 맡겨지게 된 마오. 할머니는 자기 아들의 죽음을 방탕한 마오의 엄마 탓으로 생각하고, 같은 피를 지닌 마오를 엄하게 훈육한다. 이 때문에 마오는 자신은 벌을 받아야 한다는 생각에 사로잡히게 된다. 그러한 그녀를 알아봤는지 대학 선배는 마오를 자신의 집에 가둬 가학적 정사를 요구하고, 마오는 이에 반항하지 못하고 선배가 시키는 대로 한다. 한편, 마오를 좋아하던 동기 사사키는 마오가 연락이 없자 수소문 끝에 선배의 집을 찾아간다. 어렴풋이 사사키의 목소리를 들은 마오는 큰소리를 내어 도움을 요청하고, 사사키는 선배의 집에서 알몸으로 묶여있던 마오를 발견한다. 마오를 구출한 사사키는 그녀에게 자신의 마음을 고백한다. 선배에게 더럽혀졌어도 좋으냐는 마오의 물음에 사사키는 아랑곳하지 않고 그녀를 품에 안는다. 마오는 사사키와 사랑이 담긴 정사를 나눈다. 제2화 혼자 사는 마츠모토의 집에 옛 제자인 유코가 와서는 아픈 그를 돌봐준다. 학생 시절 육체관계를 포함하여 교제했었지만, 졸업을 계기로 다른 사람의 부인이 된 유코. 하지만 남편의 지방발령으로 빈번히 마츠모토를 찾아온다. 정성껏 간호하는 유코를 보며 마츠모토는 욕정이 끓어올라 그녀의 몸을 탐하기 시작한다. 유코는 안 된다면서도 몇 번이고 마츠모토와 몸을 섞는다.",여의고 할머니 자기 아들 죽음 엄마 생각 엄하 훈육 자신 생각 대학 선배 자신 학적 정사 요구 반항 선배 대로 동기 연락 소문 선배 목소리 큰소리 도움 요청 선배 알몸 발견 구출 자신 마음 고백 선배 물음 아랑곳 사랑 정사 혼자 제자 학생 시절 육체 관계 포함 교제 졸업 계기 다른 사람 부인 남편 지방 발령 정성껏 간호 욕정 시작,"자신, 아랑곳, 정성껏, 교제, 생각, 엄하, 훈육, 큰소리, 정사, 선배"
171821,하고 싶은 여자들,0.0,청소년 관람불가,"['멜로/로맨스', '드라마']",나가에 타카미,[],#NAME?,,
172566,하고싶은 형수님:형의 선물,0.0,청소년 관람불가,['일본'],야노 티카라,[],"언제나 성욕해결 도구로만 자신을 대하는 남편으로 인해 외로움이 극에 달해있던 그녀. 그러던 어느 날 찾아온 남편의 동생. 그리고 행방불명 된 남편이 남기고 간 편지. 참아왔던 욕망을 시동생의 배 위에서 마음껏 분출 한 후, 사라진 남편을 찾아 나선다.",성욕 해결 도구로 자신 대하 외로움 행방불명 편지 욕망 마음껏 분출,"욕망, 해결, 편지, 외로움, 성욕, 대하, 행방불명, 도구로, 마음껏, 분출"
162002,하나 빼고 완벽한 뉴욕 아파트,6.87,12세 관람가,"['코미디', '멜로/로맨스']",소피 브룩스,"['조시아 마멧', '매튜 쉐어']","런던으로 떠나기 전, 뜨거운 눈물을 삼키며 남친 '벤'과 헤어진 '다이아나'그로부터 3년 뒤, 작가의 꿈을 이루기 위해 다시 뉴욕 땅을 밟게 되고알뜰살뜰하게 입주한 아파트가 하필 전 남친의 윗집이다.서로에게 아름다운 이웃으로 남는 것이 정답이라 생각했지만전 남친의 현 여친의 질투부터 소음 공해, 택배 사고까지! 아파트 입주자이자 전 여친으로서 따져야 할 것들이 한 트럭인데…전남친, 피하고 싶지만 자꾸 보고싶다!썸도 리콜이 되나요?",눈물 그로 작가 위해 다시 하필 서로 이웃 정답 생각 만전 질투 소음 공해 택배 사고 주자 이자 트럭 피하 자꾸 리콜,"눈물, 트럭, 피하, 택배, 하필, 주자, 소음, 정답, 만전, 공해"
169614,하나식당,5.65,12세 관람가,['드라마'],최낙희,"['최정원', '나혜미']","한 번도 안 가본 사람은 있어도, 한 번만 가본 사람은 없다는 오키나와.이 곳에서 ‘하나’는 자신의 이름을 딴 식당을 차린다.얼떨결에 식당 아르바이트생이 된 ‘세희’와 함께 저마다의 사연으로 오키나와를 찾은 손님들을 만나게 되는데…오키나와 현지인부터 관광객까지 사로잡은 하나식당의 매력은 과연 무엇일까?",사람 번만 사람 자신 이름 식당 얼떨결 식당 아르바이트생 사연 손님 지인 관광객 식당 매력 과연 무엇,"매력, 무엇, 손님, 사람, 사연, 지인, 얼떨결, 관광객, 아르바이트생, 식당"
173989,하숙집 여자들,4.33,청소년 관람불가,['멜로/로맨스'],조태호,"['현정', '김인애', '김다현']","집주인 아내를 둔 남편 정식은 요리, 빨래 등을 도맡아 하며 하숙집을 관리한다. 아내에게 잡혀 살지만 배우의 꿈을 포기하지 않던 그는 오디션 1차 합격 소식을 듣고, 열심히 연습에 매진한다. 그런데 하숙집에서 사는 선미와 현정이 정식의 대사 연습하는 소리를 우연히 듣고, 실제 그가 부자인 것으로 착각한다. 돈을 노리는 그녀들의 유혹 앞에서 정식은 속수무책으로 무너지고 마는데...",집주인 남편 요리 빨래 관리 배우 포기 오디션 합격 소식 연습 매진 대사 연습 소리 실제 부자 착각 유혹 속수무책,"오디션, 요리, 속수무책, 집주인, 빨래, 착각, 합격, 대사, 매진, 연습"
173467,하숙집 여주인의 목적-감독판,2.0,청소년 관람불가,['한국'],이민,[],집을 알아보던 선규는 우연히 지원의 집에서 하숙을 시작하게 된다. 어느 날 거실에서 남자친구와 폰팅을 즐기는 지원을 발견하고 그 후 그녀와 관계를 갖는 환상을 꿈꾸게 된다. 결국 성욕을 참지 못한 그는 애인대행 서비스를 통해 화끈한 시간을 보내지만 만족하지 못한다. 한편 지원은 자신의 없어진 속옷을 찾던 중 집에 온 선규를 보고 그에게 접근하는데...,하숙 시작 거실 폰팅 발견 관계 환상 성욕 애인 대행 서비스 통해 시간 자신 속옷 보고 접근,"애인, 접근, 환상, 성욕, 속옷, 서비스, 하숙, 대행, 거실, 폰팅"
149452,하우스 오브 데스,5.92,청소년 관람불가,"['드라마', '공포', '스릴러']",애덤 쉰들러,"['베스 리스그래프', '로리 컬킨', '잭 케시']",병을 앓고 있는 오빠와 단둘이 살아가던 ‘애나’는 갑작스럽게 오빠가 세상을 떠나자 큰 충격에 휩싸인다.오빠의 장례식에도 가지 않고 집안에 칩거하던 애나.하지만 거액의 유산을 노린 불청객들이 그녀의 집에 들이 닥치고 애나는 순순히 돈을 내놓지 않는데…평범한 집에 숨겨져 있던 섬뜩한 비밀이 드러난다!,단둘 세상 충격 장례식 가지 칩거 거액 유산 닥치고 비밀,"세상, 비밀, 충격, 가지, 단둘, 거액, 유산, 장례식, 닥치고, 칩거"
147660,하이 스트렁,7.11,12세 관람가,"['드라마', '멜로/로맨스']",마이클 데미언,"['키넌 캄파', '니콜라스 갈리친']","버스킹하는 바이올리니스트 조니와 예술학교에 갓 입학한 무용수 루비.전혀 만날 일 없을 것만 같던 이들은 조니의 바이올린 도난 사건으로 가까워지고,조니의 아랫집 이웃 스위치 스텝스 멤버들과 친해지면서상금 2만 5천불의 경연대회에 참여하기로 마음 먹는데…",버스킹 바이올리니스트 입학 무용수 전혀 만날 바이올린 도난 사건 이웃 멤버 상금 대회 참여 마음,"참여, 멤버, 만날, 입학, 상금, 버스킹, 바이올린, 바이올리니스트, 무용수, 도난"
171753,하이큐!! 콘셉트의 싸움,8.82,12세 관람가,['애니메이션'],미츠나카 스스무,['무라세 아유무'],봄철 고교 배구 대회의 현 대표를 가리는 결승전에 오른 ‘카라스노’ 고교는현 내 최강의 학교로 일컬어지는 ‘시라토리자와’ 고교와 맞붙게 된다.현 내에서는 물론 전국구 플레이어인 ‘우시지마’를 필두로 강력한 공격을 보이는 ‘시라토리자와’와끈질긴 공격과 수비로 득점의 순간을 놓치지 않는 ‘카라스노’의 경기는5세트 끝까지 뜨거운 접전을 벌이는데…과연 전국 대회에 진출하게 될 팀은 누가 될 것인가?,봄철 고교 배구 대회 대표 결승전 오른 고교 최강 학교 고교 전국구 플레이어 공격 공격 수비 득점 순간 경기 세트 접전 과연 전국 대회 진출 누가,"접전, 플레이어, 결승전, 배구, 세트, 득점, 수비, 공격, 대회, 고교"
144693,한 솔로: 스타워즈 스토리,7.85,12세 관람가,"['액션', 'SF']",론 하워드,"['엘든 이렌리치', '에밀리아 클라크', '우디 해럴슨', '폴 베타니']","최고의 파일럿을 꿈꾸던 '한 솔로'는 문제적 멘토 '베킷'의 유혹에 빠져든든한 파트너 '츄바카', 한때 연인이었던 '키라'와 함께 팀을 꾸려수수께끼의 임무에 도전한다.소문난 밀수꾼 '랜도'까지 합류,미션을 수행하는 도중 상상도 못했던 위험과 마주하게 되는데···",최고 파일럿 문제 멘토 유혹 파트너 연인 수수께끼 임무 도전 밀수 합류 미션 수행 도중 상상 위험 마주,"도중, 도전, 수행, 미션, 파트너, 합류, 수수께끼, 파일럿, 멘토, 밀수"
163867,한나,7.75,15세 관람가,['드라마'],안드레아 팔라오로,"['샬롯 램플링', '안드레 윌름스']","남편이 수감되면서 홀로 남겨진 ‘한나’는엄마로서, 아내로서, 여자로서 삶과의 조용한 싸움을 이어간다.매달릴수록 사라지는 것들, 현실을 부정할수록 깊어지는 고독,폭풍의 눈처럼 고요 하지만 위태로운 나날들 속에서한나는 자신의 인생을 다시 매만지기 시작하는데…",수감 홀로 엄마 로서 아내 로서 여자 로서 싸움 간다 현실 부정 고독 폭풍 고요 위태 나날 자신 인생 다시 시작,"엄마, 싸움, 나날, 수감, 위태, 폭풍, 고독, 부정, 고요, 로서"
159731,한낮의 유성,8.07,12세 관람가,['멜로/로맨스'],신조 타케히코,"['나가노 메이', '미우라 쇼헤이', '시라하마 아란']",부모님의 해외 전근으로 홀로 도쿄에 올라온 청정 소녀 ‘스즈메’ 아직 연애를 한 번도 해보지 못한 그녀의 앞에 운명적으로 두 남자가 나타난다.자상한 담임 선생님 ‘시시오’와 학교 최고의 인기남 ‘마무라’일생에 단 한 번뿐인 첫사랑을 이뤄줄 사람은 과연 누가 될까?,부모님 해외 전근 홀로 청정 소녀 연애 운명 남자 최고 인기 일생 첫사랑 사람 과연 누가,"소녀, 홀로, 첫사랑, 연애, 인기, 누가, 부모님, 해외, 일생, 청정"
161256,한밤의 황당한 저주,6.26,청소년 관람불가,['공포'],미셀 알티에리,"['켄 아놀드', '댄 드루카', '카라 루이즈', '케빈 지게츠', '맥스 그레이 윌버']",드라큘라의 나라 루마니아에서 오래된 관 하나가 한 빌딩에 잘못 배달된다.'켄'을 포함한 4명의 야간 경비원들과 여기자 '카렌'은 그날 밤 관에서 탈출한 흡혈 좀비의 습격으로괴물들이 되어버린 회사 동료들과 맞닥뜨리게 되고 회사 밖으로 탈출을 시도하지만이미 세상은 흡혈 좀비들로 아비규환이 된 상황.빌딩에 고립된 5명은 각자 무기를 만들어 좀비들과의 처절한 전쟁을 준비하게 되는데...,나라 하나 잘못 배달 포함 명의 야간 경비원 기자 그날 탈출 흡혈 좀비 습격 괴물 회사 동료 맞닥뜨리 회사 탈출 시도 세상 흡혈 좀비 아비규환 상황 고립 각자 무기 좀비 전쟁 준비,"고립, 포함, 맞닥뜨리, 야간, 경비원, 아비규환, 탈출, 회사, 흡혈, 좀비"
173784,할로우 차일드,4.29,15세 관람가,"['공포', '스릴러']",제레미 루터,"['제시카 맥리드', '한나 체라미']","개럿과 리즈 부부에게 입양된 십대 소녀 사만다는 부부 사이의 친딸인 어린 올리비아가 마냥 귀찮기만 하다.어느 날, 사만다는 하굣길에 단짝 친구 에밀리와 어울리기 위해 올리비아를 혼자 집에 보낸다.얼마 후 집에 돌아온 사만다는 올리비아가 아직 집에 돌아오지 않은 것을 알게 되고 동생을 찾아 나서지만 결국 찾지 못하고 경찰에 실종 신고를 한다.며칠 후 자신을 자책하던 사만다 앞에 올리비아가 기적처럼 나타오고 가족들은 기뻐하지만 왠지 예전과는 다른 올리비아의 행동을 사만다는 알아 차리는데...",부부 입양 소녀 부부 사이 친딸 마냥 하굣길 단짝 친구 위해 혼자 얼마 실종 신고 자신 자책 기적처럼 나타 가족 예전 다른 행동,"신고, 단짝, 입양, 마냥, 자책, 기적처럼, 친딸, 하굣길, 나타, 부부"
170879,할로윈,6.29,청소년 관람불가,['공포'],데이빗 고든 그린,"['제이미 리 커티스', '주디 그리어']",할로윈 밤의 살아 있는 공포이자 레전드로 불리는 ‘마이클 마이어스’존재만으로 모든 것을 압도하는 그가 40년 전그를 유일하게 기억하는 그녀 ‘로리 스트로드’와 다시 마주하게 되는데…,할로윈 공포 이자 레전드 존재 모든 압도 기억 다시 마주,"모든, 다시, 이자, 존재, 마주, 기억, 공포, 레전드, 압도, 할로윈"
147029,핫 썸머 나이츠,7.59,15세 관람가,['드라마'],엘리야 바이넘,"['티모시 샬라메', '마이카 먼로', '알렉스 로']","어디에도 속하지 못하는 소심의 아이콘 다니엘은경찰 앞에서도 쫄지 않는 1급 마약상 헌터를 만나심장 쫄깃한 비즈니스를 시작한다.한편, 교통사고처럼 한 순간에 찾아온 맥케일라에게순식간에 사랑에 빠져버린 다니엘은 눈 딱 감고 용기를 내 보지만 모든 게 뜻대로 되지 않는데…점점 더 아슬아슬해지는 첫 비즈니스,그를 쥐락펴락하는 찌릿찌릿한 첫 사랑,다니엘은 모두 완벽하게 성공해낼 수 있을까?위험하지만 황홀하고, 무모하지만 가슴 뛰는Hot Summer Nights!",어디 소심 아이콘 마약상 심장 쫄깃 비즈니스 시작 교통사고 순간 사랑 감고 용기 보지 모든 점점 비즈니스 쥐락펴락하 사랑 모두 성공 가슴,"교통사고, 심장, 사랑, 소심, 아이콘, 마약상, 감고, 쫄깃, 쥐락펴락하, 비즈니스"
167558,항마전: 황금룡의 부활,6.4,15세 관람가,"['코미디', '판타지']",왕정,"['정개', '장우기']","천상의 금기를 어기고 사랑에 빠진 ‘옥녀’와 ‘금동’은 신들의 노여움을 사 모든 능력이 봉인된 채 인간계로 추방된다.그 후 천년의 세월이 흘러 신비한 능력을 가진 퇴마사 ‘부동’으로 환생한 금동!어느 날 왕궁에 나타난 거대한 요괴를 퇴치하는 과정에서 신비의 여인 ‘청청’을 만나게 되어세상을 위협하는 요괴들을 하나씩 해치우는 모험을 떠나게 된다.한편, 천년 전 ‘부동’에게 봉인되어 복수의 칼날을 갈던 사악한 용이 깨어나 무시무시한 괴물들과 함께인류를 위협하고 두 사람은 사악한 술수에 속수무책으로 당하는데…과연 ‘부동’은 천년 동안 봉인된 힘을 찾아 사악한 용으로부터 인류를 구할 수 있을까?",천상 금기 어기 사랑 신들 노여움 모든 능력 봉인 인간계 추방 천년 세월 능력 퇴마사 요괴 퇴치 과정 신비 여인 위협 요괴 하나 모험 봉인 복수 칼날 용이 괴물 인류 위협 사람 술수 속수무책 과연 천년 동안 봉인 인류,"용이, 인간계, 천상, 노여움, 위협, 능력, 인류, 요괴, 천년, 봉인"
170289,해원,6.96,15세 관람가,['다큐멘터리'],구자환,['김현선'],"해방이후 남한에서의 민간인 집단학살은 1946월 8월 화순탄광사건과 대구 10월항쟁으로 시작됐다.미군정 치하에서 발생해 남한 전역으로 확대된 대구 ‘10월 항쟁’은“식량난이 심각한 상태에서 미군정이 친일관리를 고용하고 토지개혁을 지연하며식량 공출 정책을 강압적으로 시행하는 것에 불만을 가진 민간인과일부 좌익 세력이 경찰과 행정 당국에 맞서 발생한 사건”이었다.이 사건은 항일독립군을 토벌하고 고문·처형했던 친일반민족행위자들이 청산되지 않고미군정에 의해 경찰과 국가기관의 수장이 되면서 이후 자행될 민간인학살의 전주곡이었고, 반역사의 시작이었다. 숙청되어야 할 친일반민족행위자들이 미군정과 이승만에 기대여 살 길을 찾은 것이 바로 공산주의자 척결이었다.이들은 자신의 친일행적을 가리고 생존을 위해 반정부주의자, 좌익세력, 민족주의자를 제거하기 시작했다.1946년 미군정의 여론조사에 따르면 남한 주민들의 78%가량이 사회주의를 원했고, 14% 가량만이 자본주의를 원했다.이런 상황에서 국민의 지지를 받지 못한 이승만 정권은친일파와 우익인사를 기용해 정치적 걸림돌이 되는 집단과 민간인을 학살했다. 1947년부터 불거진 제주 4.3항쟁과 1948년 여순사건을 거치면서이승만 정권은 보수우파와 좌익세력을 제거하며 본격적인 반공국가 건설에 들어간다.한국전쟁이 발발하면서 민간인 대량학살은 본격화 된다.좌익인사를 선도하고 계몽하기 위해 설립한 국민보도연맹은 한국전쟁 초기에 대량 학살 대상이 됐다.친일 출신의 군인과 경찰은 자신의 생존을 위해 더욱 참혹한 학살극을 벌인 측면도 있다. 한국전쟁으로 전시작전권을 이양 받은 미국도 민간인학살의 주체가 되었다.이 시기 퇴각하던 인민군과 내무서, 지방좌익에 의해서도 민간인학살은 자행됐다.",해방 이후 민간인 집단 학살 화순 탄광 사건 시작 치하 발생 전역 확대 항쟁 식량난 상태 친일 관리 고용 토지개혁 지연 식량 정책 강압 시행 불만 민간인 일부 좌익 세력 발생 사건 사건 항일 독립군 토벌 고문 처형 친일 민족 행위자 청산 수장 이후 자행 민간인 학살 전주곡 반역 사의 시작 숙청 친일 민족 행위자 기대 바로 공산주의 척결 자신 친일 행적 생존 위해 반정부주의자 좌익 세력 민족주의 제거 시작 여론조사 주민 가량 사회주의 가량 자본주의 상황 국민 지지 정권 친일파 우익 인사 기용 정치 돌이 집단 민간인 학살 제주 항쟁 사건 정권 보수 우파 좌익 세력 제거 본격 반공 국가 건설 국전 민간인 대량학살 본격 좌익 인사 선도 계몽 위해 설립 한국 전쟁 초기 대량 학살 대상 친일 출신 군인 자신 생존 위해 학살 측면 한국 전쟁 전시작전권 이양 미국 민간인 학살 주체 시기 퇴각 민간인 학살 자행,"자행, 정권, 항쟁, 가량, 세력, 행위자, 좌익, 친일, 학살, 민간인"
177378,해적왕 작스톰,8.99,전체 관람가,['애니메이션'],필립 귀엔,"['엄상현', '이주창', '정선혜', '최석필']","호시탐탐 아빠의 ‘베루의 눈’ 목걸이를 탐내는 호기심 가득한 소년 ‘작스톰’.어느 날 아빠의 눈을 피해 베루의 눈을 손에 넣은 ‘작스톰’은 서핑을 즐기던 도중 소용돌이에 휩쓸려 버뮤다 삼각지대에 빠진다.넓은 바다에서 우연히 마주한 유령 ’클로비스’와 말하는 칼 ‘칼라브라스’로부터버뮤다의 일곱 바다의 전설을 전해 들은 ‘작스톰’은 집으로 돌아가기 위해 최강의 드림팀을 만든다. 한편, 베루의 눈과 칼라브라스를 손에 넣기 위한 일곱 바다의 악당 ‘스칼리버’와 그의 오른팔 ‘골든본’이 은밀히 움직이기 시작하는데…과연, ‘작스톰’은 버뮤다 삼각지대를 빠져나와 진정한 해적왕이 될 수 있을까?",호시탐탐 목걸이 호기심 소년 피해 서핑 도중 소용돌이 바다 마주 유령 로부터 버뮤다 일곱 바다 전설 전해 위해 최강 드림팀 넣기 일곱 바다 악당 은밀 시작 과연 해적,"유령, 해적, 전해, 소용돌이, 서핑, 넣기, 목걸이, 드림팀, 일곱, 바다"
